Observation id,Comment,Start time,Stop time,Duration (s)
037 - Lancaster Park - 4 crows - No Bait,,4.152,5.657,1.505
037 - Lancaster Park - 4 crows - No Bait,,6.891,11.389,4.498
037 - Lancaster Park - 4 crows - No Bait,,11.889,12.139,0.250
037 - Lancaster Park - 4 crows - No Bait,,13.89,19.89,6.000
037 - Lancaster Park - 4 crows - No Bait,,20.646,21.145,0.499
037 - Lancaster Park - 4 crows - No Bait,,35.905,37.64,1.735
037 - Lancaster Park - 4 crows - No Bait,,65.643,68.901,3.258
037 - Lancaster Park - 4 crows - No Bait,,85.905,87.143,1.238
037 - Lancaster Park - 4 crows - No Bait,,89.15,90.645,1.495
037 - Lancaster Park - 4 crows - No Bait,,122.405,123.147,0.742
037 - Lancaster Park - 4 crows - No Bait,,156.042,157.29,1.248
