Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,31.917,33.484,1.567
038-2 - Dairy Queen PLot - 7 crows - Baited,,34.665,38.163,3.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,40.917,41.415,0.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,43.168,48.665,5.497
038-2 - Dairy Queen PLot - 7 crows - Baited,,51.915,55.666,3.751
038-2 - Dairy Queen PLot - 7 crows - Baited,,61.17,64.166,2.996
038-2 - Dairy Queen PLot - 7 crows - Baited,,67.173,69.928,2.755
038-2 - Dairy Queen PLot - 7 crows - Baited,,71.932,72.926,0.994
038-2 - Dairy Queen PLot - 7 crows - Baited,,74.169,74.931,0.762
038-2 - Dairy Queen PLot - 7 crows - Baited,,75.426,77.678,2.252
038-2 - Dairy Queen PLot - 7 crows - Baited,,83.968,85.217,1.249
038-2 - Dairy Queen PLot - 7 crows - Baited,,86.985,88.983,1.998
038-2 - Dairy Queen PLot - 7 crows - Baited,,93.223,96.72,3.497
038-2 - Dairy Queen PLot - 7 crows - Baited,,99.981,101.729,1.748
038-2 - Dairy Queen PLot - 7 crows - Baited,,106.74,108.987,2.247
038-2 - Dairy Queen PLot - 7 crows - Baited,,113.99,117.495,3.505
038-2 - Dairy Queen PLot - 7 crows - Baited,,119.752,120.546,0.794
038-2 - Dairy Queen PLot - 7 crows - Baited,,121.253,122.753,1.500
038-2 - Dairy Queen PLot - 7 crows - Baited,,124.253,128.751,4.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,132.506,133.752,1.246
038-2 - Dairy Queen PLot - 7 crows - Baited,,172.055,172.792,0.737
038-2 - Dairy Queen PLot - 7 crows - Baited,,173.794,175.551,1.757
038-2 - Dairy Queen PLot - 7 crows - Baited,,175.552,177.052,1.500
038-2 - Dairy Queen PLot - 7 crows - Baited,,179.053,179.554,0.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,197.08,197.591,0.511
038-2 - Dairy Queen PLot - 7 crows - Baited,,200.597,201.595,0.998
