Observation id,Comment,Start time,Stop time,Duration (s)
031 - FVM - 2 crows - Baited,,0.0,0.649,0.649
031 - FVM - 2 crows - Baited,,0.65,1.15,0.500
031 - FVM - 2 crows - Baited,,1.151,5.399,4.248
031 - FVM - 2 crows - Baited,,8.64,10.639,1.999
031 - FVM - 2 crows - Baited,,13.14,14.393,1.253
031 - FVM - 2 crows - Baited,,29.406,29.654,0.248
031 - FVM - 2 crows - Baited,,32.155,32.654,0.499
031 - FVM - 2 crows - Baited,,45.668,46.667,0.999
031 - FVM - 2 crows - Baited,,54.432,54.433,0.001
031 - FVM - 2 crows - Baited,,61.433,61.932,0.499
031 - FVM - 2 crows - Baited,,63.945,64.444,0.499
031 - FVM - 2 crows - Baited,,70.945,71.194,0.249
031 - FVM - 2 crows - Baited,,78.445,79.444,0.999
031 - FVM - 2 crows - Baited,,84.445,85.444,0.999
031 - FVM - 2 crows - Baited,,87.945,88.444,0.499
031 - FVM - 2 crows - Baited,,93.195,94.194,0.999
031 - FVM - 2 crows - Baited,,101.445,103.194,1.749
031 - FVM - 2 crows - Baited,,104.695,105.194,0.499
031 - FVM - 2 crows - Baited,,119.245,119.494,0.249
031 - FVM - 2 crows - Baited,,122.745,122.994,0.249
031 - FVM - 2 crows - Baited,,126.245,126.744,0.499
031 - FVM - 2 crows - Baited,,128.495,129.244,0.749
031 - FVM - 2 crows - Baited,,146.245,146.744,0.499
031 - FVM - 2 crows - Baited,,149.496,150.747,1.251
031 - FVM - 2 crows - Baited,,155.285,155.784,0.499
031 - FVM - 2 crows - Baited,,155.785,158.035,2.250
