Observation id,Comment,Start time,Stop time,Duration (s)
038 - Landcaster Park - 3 crows - No Bait,,0.0,6.154,6.154
038 - Landcaster Park - 3 crows - No Bait,,9.916,11.428,1.512
038 - Landcaster Park - 3 crows - No Bait,,44.411,44.91,0.499
038 - Landcaster Park - 3 crows - No Bait,,97.913,100.159,2.246
038 - Landcaster Park - 3 crows - No Bait,,100.665,101.165,0.500
038 - Landcaster Park - 3 crows - No Bait,,116.41,116.91,0.500
038 - Landcaster Park - 3 crows - No Bait,,117.911,119.159,1.248
038 - Landcaster Park - 3 crows - No Bait,,119.659,121.656,1.997
038 - Landcaster Park - 3 crows - No Bait,,123.912,129.656,5.744
038 - Landcaster Park - 3 crows - No Bait,,131.029,134.048,3.019
038 - Landcaster Park - 3 crows - No Bait,,135.27,143.268,7.998
038 - Landcaster Park - 3 crows - No Bait,,143.767,145.268,1.501
038 - Landcaster Park - 3 crows - No Bait,,148.526,151.025,2.499
038 - Landcaster Park - 3 crows - No Bait,,157.77,158.766,0.996
038 - Landcaster Park - 3 crows - No Bait,,161.023,161.526,0.503
038 - Landcaster Park - 3 crows - No Bait,,166.801,170.807,4.006
038 - Landcaster Park - 3 crows - No Bait,,171.557,172.075,0.518
038 - Landcaster Park - 3 crows - No Bait,,182.06,183.802,1.742
038 - Landcaster Park - 3 crows - No Bait,,184.805,185.059,0.254
038 - Landcaster Park - 3 crows - No Bait,,186.305,191.303,4.998
038 - Landcaster Park - 3 crows - No Bait,,193.062,194.559,1.497
038 - Landcaster Park - 3 crows - No Bait,,195.061,196.067,1.006
038 - Landcaster Park - 3 crows - No Bait,,199.56,201.06,1.500
038 - Landcaster Park - 3 crows - No Bait,,213.304,215.558,2.254
038 - Landcaster Park - 3 crows - No Bait,,216.807,223.307,6.500
