Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,83.218,84.008,0.790
037-2 - Dairy Queen PLot - 7 crows - Baited,,112.479,114.218,1.739
037-2 - Dairy Queen PLot - 7 crows - Baited,,116.991,117.72,0.729
037-2 - Dairy Queen PLot - 7 crows - Baited,,126.009,128.261,2.252
037-2 - Dairy Queen PLot - 7 crows - Baited,,135.264,137.025,1.761
037-2 - Dairy Queen PLot - 7 crows - Baited,,139.764,142.521,2.757
037-2 - Dairy Queen PLot - 7 crows - Baited,,155.29,161.791,6.501
037-2 - Dairy Queen PLot - 7 crows - Baited,,165.796,167.796,2.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,180.793,183.546,2.753
037-2 - Dairy Queen PLot - 7 crows - Baited,,196.046,197.046,1.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,265.834,267.335,1.501
037-2 - Dairy Queen PLot - 7 crows - Baited,,268.085,270.628,2.543
037-2 - Dairy Queen PLot - 7 crows - Baited,,277.335,278.41,1.075
037-2 - Dairy Queen PLot - 7 crows - Baited,,299.184,302.7,3.516
037-2 - Dairy Queen PLot - 7 crows - Baited,,305.696,306.934,1.238
037-2 - Dairy Queen PLot - 7 crows - Baited,,309.939,311.696,1.757
037-2 - Dairy Queen PLot - 7 crows - Baited,,323.935,324.434,0.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,325.935,326.935,1.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,344.466,347.225,2.759
037-2 - Dairy Queen PLot - 7 crows - Baited,,347.467,349.465,1.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,350.469,350.727,0.258
037-2 - Dairy Queen PLot - 7 crows - Baited,,353.726,355.227,1.501
037-2 - Dairy Queen PLot - 7 crows - Baited,,364.968,367.225,2.257
037-2 - Dairy Queen PLot - 7 crows - Baited,,373.969,375.227,1.258
037-2 - Dairy Queen PLot - 7 crows - Baited,,378.467,379.724,1.257
037-2 - Dairy Queen PLot - 7 crows - Baited,,381.226,382.723,1.497
037-2 - Dairy Queen PLot - 7 crows - Baited,,386.97,389.469,2.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,390.969,391.782,0.813
037-2 - Dairy Queen PLot - 7 crows - Baited,,397.031,398.778,1.747
037-2 - Dairy Queen PLot - 7 crows - Baited,,410.794,412.294,1.500
037-2 - Dairy Queen PLot - 7 crows - Baited,,414.045,415.043,0.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,415.794,416.292,0.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,424.294,429.81,5.516
037-2 - Dairy Queen PLot - 7 crows - Baited,,431.043,431.292,0.249
037-2 - Dairy Queen PLot - 7 crows - Baited,,434.793,436.045,1.252
037-2 - Dairy Queen PLot - 7 crows - Baited,,442.809,445.806,2.997
037-2 - Dairy Queen PLot - 7 crows - Baited,,447.548,448.545,0.997
