Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,24.905,25.904,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,46.155,49.154,2.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,53.435,54.184,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,55.185,55.684,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,66.685,67.934,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,76.204,76.708,0.504
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,79.209,79.458,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,84.959,86.708,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,88.709,92.224,3.515
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,94.225,97.724,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,98.225,99.231,1.006
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,102.982,103.481,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,104.732,105.731,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,106.982,107.481,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,110.232,112.481,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,112.982,114.231,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,114.982,116.731,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,119.732,120.731,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,121.732,122.231,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,125.982,127.231,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,128.482,129.231,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,129.732,132.731,2.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,134.732,136.981,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,139.482,142.981,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,149.232,152.284,3.052
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,154.785,155.784,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,156.535,160.034,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,161.785,163.534,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,164.285,166.047,1.762
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,200.582,202.831,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,203.832,204.831,0.999
