Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,48.432,49.683,1.251
037-2 - Dairy Queen PLot - 7 crows - Baited,,51.945,55.945,4.000
037-2 - Dairy Queen PLot - 7 crows - Baited,,97.185,97.683,0.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,104.442,105.186,0.744
037-2 - Dairy Queen PLot - 7 crows - Baited,,106.445,106.947,0.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,246.566,247.131,0.565
037-2 - Dairy Queen PLot - 7 crows - Baited,,247.386,248.885,1.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,276.659,278.915,2.256
037-2 - Dairy Queen PLot - 7 crows - Baited,,285.42,289.171,3.751
037-2 - Dairy Queen PLot - 7 crows - Baited,,314.916,316.413,1.497
037-2 - Dairy Queen PLot - 7 crows - Baited,,320.173,320.675,0.502
037-2 - Dairy Queen PLot - 7 crows - Baited,,323.415,323.956,0.541
037-2 - Dairy Queen PLot - 7 crows - Baited,,323.957,324.222,0.265
037-2 - Dairy Queen PLot - 7 crows - Baited,,335.964,340.22,4.256
037-2 - Dairy Queen PLot - 7 crows - Baited,,352.219,352.718,0.499
037-2 - Dairy Queen PLot - 7 crows - Baited,,368.994,369.99,0.996
037-2 - Dairy Queen PLot - 7 crows - Baited,,417.496,426.252,8.756
037-2 - Dairy Queen PLot - 7 crows - Baited,,433.816,436.814,2.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,438.056,439.553,1.497
037-2 - Dairy Queen PLot - 7 crows - Baited,,440.814,449.056,8.242
037-2 - Dairy Queen PLot - 7 crows - Baited,,459.318,460.559,1.241
