Observation id,Comment,Start time,Stop time,Duration (s)
041 - FVM - 7 crows - Baited,,105.991,108.5,2.509
041 - FVM - 7 crows - Baited,,110.744,111.505,0.761
041 - FVM - 7 crows - Baited,,112.244,113.002,0.758
041 - FVM - 7 crows - Baited,,115.002,116.746,1.744
041 - FVM - 7 crows - Baited,,118.747,123.743,4.996
041 - FVM - 7 crows - Baited,,127.242,127.999,0.757
041 - FVM - 7 crows - Baited,,144.001,144.026,0.025
041 - FVM - 7 crows - Baited,,155.541,156.279,0.738
041 - FVM - 7 crows - Baited,,185.626,186.627,1.001
041 - FVM - 7 crows - Baited,,189.883,191.126,1.243
041 - FVM - 7 crows - Baited,,195.122,196.383,1.261
041 - FVM - 7 crows - Baited,,199.626,200.124,0.498
041 - FVM - 7 crows - Baited,,201.63,203.625,1.995
041 - FVM - 7 crows - Baited,,210.129,210.635,0.506
041 - FVM - 7 crows - Baited,,223.159,223.661,0.502
041 - FVM - 7 crows - Baited,,224.157,228.915,4.758
041 - FVM - 7 crows - Baited,,229.917,230.156,0.239
041 - FVM - 7 crows - Baited,,232.159,232.417,0.258
041 - FVM - 7 crows - Baited,,247.416,250.413,2.997
041 - FVM - 7 crows - Baited,,253.16,254.158,0.998
041 - FVM - 7 crows - Baited,,262.918,263.915,0.997
041 - FVM - 7 crows - Baited,,270.66,272.158,1.498
041 - FVM - 7 crows - Baited,,288.162,288.913,0.751
041 - FVM - 7 crows - Baited,,289.659,291.415,1.756
041 - FVM - 7 crows - Baited,,295.16,297.16,2.000
041 - FVM - 7 crows - Baited,,298.917,299.158,0.241
041 - FVM - 7 crows - Baited,,303.914,305.914,2.000
041 - FVM - 7 crows - Baited,,328.916,329.413,0.497
041 - FVM - 7 crows - Baited,,329.657,330.913,1.256
