Observation id,Comment,Start time,Stop time,Duration (s)
037-2 - Dairy Queen PLot - 7 crows - Baited,,84.47,85.719,1.249
037-2 - Dairy Queen PLot - 7 crows - Baited,,85.72,94.727,9.007
037-2 - Dairy Queen PLot - 7 crows - Baited,,96.731,98.996,2.265
037-2 - Dairy Queen PLot - 7 crows - Baited,,101.234,102.505,1.271
037-2 - Dairy Queen PLot - 7 crows - Baited,,103.737,108.736,4.999
037-2 - Dairy Queen PLot - 7 crows - Baited,,123.995,126.757,2.762
037-2 - Dairy Queen PLot - 7 crows - Baited,,128.507,134.26,5.753
037-2 - Dairy Queen PLot - 7 crows - Baited,,139.262,145.283,6.021
037-2 - Dairy Queen PLot - 7 crows - Baited,,153.775,161.035,7.260
037-2 - Dairy Queen PLot - 7 crows - Baited,,179.536,183.534,3.998
037-2 - Dairy Queen PLot - 7 crows - Baited,,190.535,194.278,3.743
037-2 - Dairy Queen PLot - 7 crows - Baited,,244.034,245.532,1.498
037-2 - Dairy Queen PLot - 7 crows - Baited,,246.63,248.64,2.010
037-2 - Dairy Queen PLot - 7 crows - Baited,,262.386,263.64,1.254
037-2 - Dairy Queen PLot - 7 crows - Baited,,277.41,279.159,1.749
037-2 - Dairy Queen PLot - 7 crows - Baited,,290.91,292.411,1.501
037-2 - Dairy Queen PLot - 7 crows - Baited,,313.419,315.174,1.755
037-2 - Dairy Queen PLot - 7 crows - Baited,,321.412,323.415,2.003
037-2 - Dairy Queen PLot - 7 crows - Baited,,323.958,325.208,1.250
037-2 - Dairy Queen PLot - 7 crows - Baited,,329.964,332.722,2.758
037-2 - Dairy Queen PLot - 7 crows - Baited,,337.973,338.97,0.997
037-2 - Dairy Queen PLot - 7 crows - Baited,,361.485,362.243,0.758
037-2 - Dairy Queen PLot - 7 crows - Baited,,381.485,382.743,1.258
037-2 - Dairy Queen PLot - 7 crows - Baited,,385.486,390.742,5.256
037-2 - Dairy Queen PLot - 7 crows - Baited,,391.742,392.484,0.742
