Observation id,Comment,Start time,Stop time,Duration (s)
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,0.0,0.399,0.399
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,3.651,3.885,0.234
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,5.136,5.385,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,8.386,9.135,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,16.142,20.391,4.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,22.392,23.641,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,28.91,29.159,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,30.66,30.909,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,31.41,33.909,2.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,48.16,52.159,3.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,73.453,73.702,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,78.203,78.952,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,79.703,80.202,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,80.453,80.952,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,82.453,82.952,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,83.703,85.452,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,85.953,86.202,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,92.953,93.452,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,98.453,98.702,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,100.953,102.452,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,104.453,107.952,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,113.744,114.243,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,115.744,118.743,2.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,122.503,124.502,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,127.253,130.752,3.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,131.503,133.013,1.510
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,138.766,139.515,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,141.265,141.266,0.001
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,147.516,151.765,4.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,152.516,156.765,4.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,164.016,164.765,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,166.766,168.265,1.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,170.766,173.015,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,177.766,181.515,3.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,182.266,187.015,4.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,188.766,189.265,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,190.266,192.265,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,194.766,195.515,0.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,198.516,200.765,2.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,202.516,203.015,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,206.266,207.265,0.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,209.016,212.265,3.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,213.016,214.765,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,215.766,217.765,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,220.016,220.515,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,224.604,225.853,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,227.354,227.853,0.499
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,228.354,228.603,0.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,230.354,231.603,1.249
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,237.866,239.865,1.999
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,243.116,245.127,2.011
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,247.628,248.38,0.752
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,252.381,254.13,1.749
032  - Ontario St. Tim Hortons - 4 crows - No Bait,,256.881,258.88,1.999
