Observation id,Comment,Start time,Stop time,Duration (s)
040 - Dairy Queen PLot - 3 crows - Baited,,104.237,105.737,1.500
040 - Dairy Queen PLot - 3 crows - Baited,,107.24,109.001,1.761
040 - Dairy Queen PLot - 3 crows - Baited,,110.504,111.003,0.499
040 - Dairy Queen PLot - 3 crows - Baited,,113.503,114.739,1.236
040 - Dairy Queen PLot - 3 crows - Baited,,139.523,141.035,1.512
040 - Dairy Queen PLot - 3 crows - Baited,,142.038,144.538,2.500
040 - Dairy Queen PLot - 3 crows - Baited,,152.04,154.534,2.494
040 - Dairy Queen PLot - 3 crows - Baited,,175.279,177.309,2.030
040 - Dairy Queen PLot - 3 crows - Baited,,184.066,184.564,0.498
040 - Dairy Queen PLot - 3 crows - Baited,,203.586,205.334,1.748
040 - Dairy Queen PLot - 3 crows - Baited,,206.335,208.084,1.749
040 - Dairy Queen PLot - 3 crows - Baited,,208.335,209.343,1.008
040 - Dairy Queen PLot - 3 crows - Baited,,233.098,233.837,0.739
040 - Dairy Queen PLot - 3 crows - Baited,,236.345,240.338,3.993
040 - Dairy Queen PLot - 3 crows - Baited,,241.599,248.595,6.996
040 - Dairy Queen PLot - 3 crows - Baited,,264.889,265.651,0.762
040 - Dairy Queen PLot - 3 crows - Baited,,381.002,384.761,3.759
