Observation id,Comment,Start time,Stop time,Duration (s)
041 - FVM - 7 crows - Baited,,12.93,13.66,0.730
041 - FVM - 7 crows - Baited,,52.408,54.915,2.507
041 - FVM - 7 crows - Baited,,83.413,86.159,2.746
041 - FVM - 7 crows - Baited,,98.479,101.978,3.499
041 - FVM - 7 crows - Baited,,103.728,104.478,0.750
041 - FVM - 7 crows - Baited,,128.493,132.488,3.995
041 - FVM - 7 crows - Baited,,133.995,135.232,1.237
041 - FVM - 7 crows - Baited,,144.278,145.277,0.999
041 - FVM - 7 crows - Baited,,156.043,156.282,0.239
041 - FVM - 7 crows - Baited,,166.871,167.622,0.751
041 - FVM - 7 crows - Baited,,177.357,179.105,1.748
041 - FVM - 7 crows - Baited,,191.87,192.365,0.495
041 - FVM - 7 crows - Baited,,199.612,200.373,0.761
041 - FVM - 7 crows - Baited,,208.617,210.866,2.249
041 - FVM - 7 crows - Baited,,231.113,232.609,1.496
041 - FVM - 7 crows - Baited,,238.614,239.612,0.998
041 - FVM - 7 crows - Baited,,242.612,245.864,3.252
041 - FVM - 7 crows - Baited,,245.865,246.611,0.746
041 - FVM - 7 crows - Baited,,247.369,250.366,2.997
041 - FVM - 7 crows - Baited,,254.367,255.109,0.742
041 - FVM - 7 crows - Baited,,257.869,259.61,1.741
041 - FVM - 7 crows - Baited,,263.114,263.61,0.496
041 - FVM - 7 crows - Baited,,324.612,326.111,1.499
041 - FVM - 7 crows - Baited,,331.607,332.109,0.502
041 - FVM - 7 crows - Baited,,369.306,370.058,0.752
041 - FVM - 7 crows - Baited,,373.808,375.803,1.995
041 - FVM - 7 crows - Baited,,377.804,378.305,0.501
041 - FVM - 7 crows - Baited,,389.304,389.565,0.261
041 - FVM - 7 crows - Baited,,444.839,445.335,0.496
041 - FVM - 7 crows - Baited,,458.337,462.84,4.503
041 - FVM - 7 crows - Baited,,479.338,480.096,0.758
041 - FVM - 7 crows - Baited,,730.073,736.846,6.773
041 - FVM - 7 crows - Baited,,738.34,747.182,8.842
041 - FVM - 7 crows - Baited,,750.682,752.443,1.761
041 - FVM - 7 crows - Baited,,753.443,757.445,4.002
041 - FVM - 7 crows - Baited,,757.944,760.44,2.496
041 - FVM - 7 crows - Baited,,770.686,774.944,4.258
041 - FVM - 7 crows - Baited,,777.946,780.187,2.241
041 - FVM - 7 crows - Baited,,790.942,791.683,0.741
041 - FVM - 7 crows - Baited,,809.235,809.494,0.259
041 - FVM - 7 crows - Baited,,872.236,872.733,0.497
041 - FVM - 7 crows - Baited,,891.737,891.99,0.253
041 - FVM - 7 crows - Baited,,896.236,897.993,1.757
041 - FVM - 7 crows - Baited,,909.234,911.234,2.000
041 - FVM - 7 crows - Baited,,914.236,915.233,0.997
041 - FVM - 7 crows - Baited,,923.495,923.737,0.242
041 - FVM - 7 crows - Baited,,926.237,928.739,2.502
041 - FVM - 7 crows - Baited,,933.739,946.491,12.752
041 - FVM - 7 crows - Baited,,981.669,983.408,1.739
041 - FVM - 7 crows - Baited,,985.669,986.168,0.499
