Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,125.76,127.009,1.249
038-2 - Dairy Queen PLot - 7 crows - Baited,,136.258,137.507,1.249
038-2 - Dairy Queen PLot - 7 crows - Baited,,137.508,138.008,0.500
038-2 - Dairy Queen PLot - 7 crows - Baited,,139.008,139.759,0.751
038-2 - Dairy Queen PLot - 7 crows - Baited,,176.759,177.759,1.000
038-2 - Dairy Queen PLot - 7 crows - Baited,,180.009,183.009,3.000
038-2 - Dairy Queen PLot - 7 crows - Baited,,187.758,190.257,2.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,197.258,197.581,0.323
038-2 - Dairy Queen PLot - 7 crows - Baited,,200.582,201.83,1.248
038-2 - Dairy Queen PLot - 7 crows - Baited,,218.336,218.835,0.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,235.593,238.335,2.742
038-2 - Dairy Queen PLot - 7 crows - Baited,,285.335,286.098,0.763
038-2 - Dairy Queen PLot - 7 crows - Baited,,287.345,287.836,0.491
038-2 - Dairy Queen PLot - 7 crows - Baited,,289.336,289.835,0.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,292.092,293.093,1.001
038-2 - Dairy Queen PLot - 7 crows - Baited,,309.338,318.839,9.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,319.334,330.837,11.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,352.834,353.091,0.257
038-2 - Dairy Queen PLot - 7 crows - Baited,,368.254,368.995,0.741
038-2 - Dairy Queen PLot - 7 crows - Baited,,369.994,373.993,3.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,383.493,383.993,0.500
038-2 - Dairy Queen PLot - 7 crows - Baited,,387.497,387.991,0.494
038-2 - Dairy Queen PLot - 7 crows - Baited,,391.998,392.492,0.494
038-2 - Dairy Queen PLot - 7 crows - Baited,,393.497,398.75,5.253
038-2 - Dairy Queen PLot - 7 crows - Baited,,400.251,400.754,0.503
038-2 - Dairy Queen PLot - 7 crows - Baited,,408.54,409.039,0.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,453.054,454.051,0.997
038-2 - Dairy Queen PLot - 7 crows - Baited,,455.81,456.054,0.244
038-2 - Dairy Queen PLot - 7 crows - Baited,,459.552,463.311,3.759
038-2 - Dairy Queen PLot - 7 crows - Baited,,483.366,483.877,0.511
038-2 - Dairy Queen PLot - 7 crows - Baited,,485.882,487.619,1.737
038-2 - Dairy Queen PLot - 7 crows - Baited,,497.621,500.878,3.257
038-2 - Dairy Queen PLot - 7 crows - Baited,,503.12,505.635,2.515
038-2 - Dairy Queen PLot - 7 crows - Baited,,514.398,522.398,8.000
038-2 - Dairy Queen PLot - 7 crows - Baited,,523.402,524.147,0.745
038-2 - Dairy Queen PLot - 7 crows - Baited,,525.904,534.402,8.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,542.141,542.894,0.753
038-2 - Dairy Queen PLot - 7 crows - Baited,,546.396,546.641,0.245
038-2 - Dairy Queen PLot - 7 crows - Baited,,548.139,548.898,0.759
038-2 - Dairy Queen PLot - 7 crows - Baited,,554.145,555.398,1.253
038-2 - Dairy Queen PLot - 7 crows - Baited,,558.399,559.138,0.739
038-2 - Dairy Queen PLot - 7 crows - Baited,,564.64,584.141,19.501
038-2 - Dairy Queen PLot - 7 crows - Baited,,584.902,586.138,1.236
038-2 - Dairy Queen PLot - 7 crows - Baited,,590.9,599.138,8.238
038-2 - Dairy Queen PLot - 7 crows - Baited,,600.14,609.142,9.002
038-2 - Dairy Queen PLot - 7 crows - Baited,,611.143,615.139,3.996
038-2 - Dairy Queen PLot - 7 crows - Baited,,619.638,620.398,0.760
038-2 - Dairy Queen PLot - 7 crows - Baited,,622.397,633.396,10.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,640.397,642.648,2.251
038-2 - Dairy Queen PLot - 7 crows - Baited,,644.138,648.899,4.761
038-2 - Dairy Queen PLot - 7 crows - Baited,,654.395,655.142,0.747
038-2 - Dairy Queen PLot - 7 crows - Baited,,658.143,658.898,0.755
038-2 - Dairy Queen PLot - 7 crows - Baited,,663.14,663.642,0.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,666.899,667.401,0.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,692.074,694.091,2.017
038-2 - Dairy Queen PLot - 7 crows - Baited,,696.586,700.088,3.502
038-2 - Dairy Queen PLot - 7 crows - Baited,,705.086,710.585,5.499
038-2 - Dairy Queen PLot - 7 crows - Baited,,711.085,715.348,4.263
038-2 - Dairy Queen PLot - 7 crows - Baited,,715.349,715.599,0.250
