Observation id,Comment,Start time,Stop time,Duration (s)
037 - Lancaster Park - 4 crows - No Bait,,1.44,10.159,8.719
037 - Lancaster Park - 4 crows - No Bait,,16.156,17.662,1.506
037 - Lancaster Park - 4 crows - No Bait,,18.166,18.915,0.749
037 - Lancaster Park - 4 crows - No Bait,,20.157,21.655,1.498
037 - Lancaster Park - 4 crows - No Bait,,23.416,25.652,2.236
037 - Lancaster Park - 4 crows - No Bait,,32.414,51.913,19.499
037 - Lancaster Park - 4 crows - No Bait,,52.418,53.159,0.741
037 - Lancaster Park - 4 crows - No Bait,,66.462,66.7,0.238
037 - Lancaster Park - 4 crows - No Bait,,68.198,69.463,1.265
037 - Lancaster Park - 4 crows - No Bait,,72.46,73.199,0.739
037 - Lancaster Park - 4 crows - No Bait,,76.462,78.459,1.997
037 - Lancaster Park - 4 crows - No Bait,,82.206,83.457,1.251
037 - Lancaster Park - 4 crows - No Bait,,85.963,86.698,0.735
037 - Lancaster Park - 4 crows - No Bait,,155.263,156.265,1.002
