Observation id,Comment,Start time,Stop time,Duration (s)
038-2 - Dairy Queen PLot - 7 crows - Baited,,98.983,101.23,2.247
038-2 - Dairy Queen PLot - 7 crows - Baited,,101.231,101.98,0.749
038-2 - Dairy Queen PLot - 7 crows - Baited,,101.981,104.731,2.750
038-2 - Dairy Queen PLot - 7 crows - Baited,,114.993,115.742,0.749
038-2 - Dairy Queen PLot - 7 crows - Baited,,139.749,141.247,1.498
038-2 - Dairy Queen PLot - 7 crows - Baited,,142.003,142.747,0.744
038-2 - Dairy Queen PLot - 7 crows - Baited,,143.509,151.004,7.495
038-2 - Dairy Queen PLot - 7 crows - Baited,,151.246,152.006,0.760
038-2 - Dairy Queen PLot - 7 crows - Baited,,155.246,156.245,0.999
038-2 - Dairy Queen PLot - 7 crows - Baited,,160.749,161.248,0.499
