Observations:,,,,,,,,,
,,,,,,,,,
Observation id,032  - Ontario St. Tim Hortons - 4 crows - No Bait,,,,,,,,
Observation date,2022-07-27T06:21:00,,,,,,,,
Description,,,,,,,,,
Independent variables:,,,,,,,,,
Location,"43.171783, -79.265237",,,,,,,,
Environment,Arterial Commercial,,,,,,,,
Number of crows,4,,,,,,,,
Baited, no,,,,,,,,
Sentinel present, no,,,,,,,,
Code,032,,,,,,,,
,,,,,,,,,
Behaviors excluded from total time,Out of Frame,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Time budget:,,,,,,,,,
Subject,Behavior,Modifiers,Total number of occurences,Total duration (s),Duration mean (s),Duration std dev,inter-event intervals mean (s),inter-event intervals std dev,% of total length
,,,,,,,,,
No focal subject,Peck at Food/Bait,,0,NA,NA,NA,NA,NA,NA
No focal subject,Head Up,,0,0,0,NA,-,-,0
No focal subject,Head Down,,0,0,0,NA,-,-,0
No focal subject,Moving,,0,0,0,NA,-,-,0
No focal subject,"Perched - Head Down
",,0,0,0,NA,-,-,0
No focal subject,"Perched - Head Up
",,0,0,0,NA,-,-,0
No focal subject,Sentinel Absent,,1,619.355,619.355,NA,NA,NA,99.900
No focal subject,Out of Frame,,0,0,0,NA,-,-,0
No focal subject,Aggression,,0,NA,NA,NA,NA,NA,NA
No focal subject,Disturbance,,3,NA,NA,NA,22.522,1.066,NA
Individual 1,Peck at Food/Bait,,123,NA,NA,NA,4.475,13.451,NA
Individual 1,Head Up,,73,109.615,1.502,1.632,4.667,13.984,26.700
Individual 1,Head Down,,57,100.146,1.757,1.250,5.834,17.763,24.400
Individual 1,Moving,,59,101.949,1.728,1.814,8.111,17.771,24.800
Individual 1,"Perched - Head Down
",,21,62.773,2.989,2.597,7.835,22.184,15.300
Individual 1,"Perched - Head Up
",,25,35.816,1.433,1.169,7.892,19.586,8.700
Individual 1,Sentinel Absent,,0,0,0,NA,-,-,0
Individual 1,Out of Frame,,16,208.811,13.051,29.493,26.777,29.415,33.700
Individual 1,Aggression,,1,NA,NA,NA,NA,NA,NA
Individual 1,Disturbance,,0,NA,NA,NA,NA,NA,NA
Individual 2,Peck at Food/Bait,,52,NA,NA,NA,4.911,7.910,NA
Individual 2,Head Up,,54,83.359,1.544,1.306,3.312,3.529,36.500
Individual 2,Head Down,,39,66.218,1.698,1.151,4.888,7.343,29.000
Individual 2,Moving,,66,78.361,1.187,1.019,2.790,4.423,34.300
Individual 2,"Perched - Head Down
",,0,0,0,NA,-,-,0
Individual 2,"Perched - Head Up
",,0,0,0,NA,-,-,0
Individual 2,Sentinel Absent,,0,0,0,NA,-,-,0
Individual 2,Out of Frame,,9,391.252,43.472,117.970,27.276,39.770,63.100
Individual 2,Aggression,,1,NA,NA,NA,NA,NA,NA
Individual 2,Disturbance,,0,NA,NA,NA,NA,NA,NA
Individual 3,Peck at Food/Bait,,32,NA,NA,NA,3.196,6.893,NA
Individual 3,Head Up,,31,50.813,1.639,1.059,4.304,6.980,39.300
Individual 3,Head Down,,21,35.231,1.678,1.340,5.045,7.723,27.300
Individual 3,Moving,,28,42.771,1.528,1.231,5.172,8.647,33.100
Individual 3,"Perched - Head Down
",,0,0,0,NA,-,-,0
Individual 3,"Perched - Head Up
",,0,0,0,NA,-,-,0
Individual 3,Sentinel Absent,,0,0,0,NA,-,-,0
Individual 3,Out of Frame,,6,490.457,81.743,163.192,25.780,23.189,79.100
Individual 3,Aggression,,0,NA,NA,NA,NA,NA,NA
Individual 3,Disturbance,,0,NA,NA,NA,NA,NA,NA
Individual 4,Peck at Food/Bait,,11,NA,NA,NA,8.108,12.532,NA
Individual 4,Head Up,,28,50.307,1.797,2.192,1.871,1.678,47.100
Individual 4,Head Down,,11,12.239,1.113,0.606,7.059,9.050,11.500
Individual 4,Moving,,25,40.233,1.609,1.477,2.942,3.594,37.700
Individual 4,"Perched - Head Down
",,0,0,0,NA,-,-,0
Individual 4,"Perched - Head Up
",,1,3.498,3.498,NA,NA,NA,3.300
Individual 4,Sentinel Absent,,0,0,0,NA,-,-,0
Individual 4,Out of Frame,,5,513.009,102.602,202.411,26.586,45.892,82.800
Individual 4,Aggression,,0,NA,NA,NA,NA,NA,NA
Individual 4,Disturbance,,0,NA,NA,NA,NA,NA,NA
